SubscriptionID,CustomerID,ProductID,StartDate,EndDate,MonthlyFee,Status
S00501,C0271,P013,2025-10-03,,19.99,Active
S00502,C0163,P008,2024-11-30,2026-02-25,79.99,Churned
S00503,C0896,P022,2025-02-11,2025-05-23,19.99,Churned
S00504,C0723,P005,2024-01-09,,79.99,Active
S00505,C0788,P003,2024-10-23,,79.99,Active
S00506,C0222,P018,2023-08-11,2024-03-10,99.99,Churned
S00507,C0996,P026,2024-02-13,,49.99,Active
S00508,C0465,P013,2023-12-29,,19.99,Active
S00509,C0140,P024,2023-09-14,,79.99,Active
S00510,C0599,P007,2023-08-31,,49.99,Active
S00511,C0113,P025,2025-09-23,,19.99,Active
S00512,C0088,P010,2024-05-24,,149.99,Active
S00513,C0529,P009,2024-07-23,,49.99,Active
S00514,C0479,P020,2025-01-09,,79.99,Active
S00515,C0564,P012,2024-09-15,,49.99,Active
S00516,C0125,P011,2023-06-06,,79.99,Active
S00517,C0227,P029,2023-01-29,,49.99,Active
S00518,C0725,P021,2025-12-03,,49.99,Active
S00519,C0109,P027,2024-12-18,,99.99,Active
S00520,C0094,P025,2025-03-11,2026-06-26,19.99,Churned
S00521,C0887,P013,2025-02-13,,19.99,Active
S00522,C0265,P014,2024-11-22,,29.99,Active
S00523,C0475,P010,2025-12-09,,149.99,Active
S00524,C0064,P007,2023-06-19,,49.99,Active
S00525,C0833,P028,2024-10-05,,29.99,Active
S00526,C0014,P016,2025-11-08,,49.99,Active
S00527,C0780,P016,2025-02-27,,49.99,Active
S00528,C0696,P003,2024-06-09,2024-12-03,79.99,Churned
S00529,C0746,P025,2025-06-08,2026-05-24,19.99,Churned
S00530,C0371,P014,2025-04-01,,29.99,Active
S00531,C0573,P020,2024-04-08,2025-04-28,79.99,Churned
S00532,C0812,P027,2025-10-12,,99.99,Active
S00533,C0350,P003,2023-11-05,,79.99,Active
S00534,C0607,P023,2023-07-01,,79.99,Active
S00535,C0792,P014,2024-07-13,,29.99,Active
S00536,C0224,P006,2024-01-10,2024-07-02,19.99,Churned
S00537,C0109,P010,2023-02-24,,149.99,Active
S00538,C0975,P013,2025-03-06,,19.99,Active
S00539,C0271,P021,2025-01-24,,49.99,Active
S00540,C0644,P001,2025-09-23,,149.99,Active
S00541,C0647,P003,2025-08-19,,79.99,Active
S00542,C0271,P029,2024-06-27,,49.99,Active
S00543,C0292,P018,2025-11-23,2026-07-09,99.99,Churned
S00544,C0851,P022,2025-10-10,,19.99,Active
S00545,C0715,P026,2025-09-06,,49.99,Active
S00546,C0711,P030,2024-02-23,,19.99,Active
S00547,C0120,P013,2025-02-27,,19.99,Active
S00548,C0266,P009,2025-12-02,,49.99,Active
S00549,C0551,P008,2025-09-27,,79.99,Active
S00550,C0335,P006,2025-05-08,,19.99,Active
S00551,C0577,P021,2023-04-16,,49.99,Active
S00552,C0228,P017,2025-07-26,,149.99,Active
S00553,C0174,P025,2024-09-16,2025-12-12,19.99,Churned
S00554,C0362,P022,2023-10-01,2024-04-07,19.99,Churned
S00555,C0562,P025,2023-01-30,2024-04-17,19.99,Churned
S00556,C0197,P023,2025-05-14,,79.99,Active
S00557,C0627,P030,2023-02-17,,19.99,Active
S00558,C0966,P012,2025-04-23,,49.99,Active
S00559,C0984,P019,2023-07-31,,19.99,Active
S00560,C0598,P003,2023-01-06,,79.99,Active
S00561,C0933,P004,2023-03-20,2023-09-09,79.99,Churned
S00562,C0252,P016,2025-05-01,2026-06-15,49.99,Churned
S00563,C0868,P023,2024-08-02,2025-03-22,79.99,Churned
S00564,C0519,P023,2024-03-15,2025-04-05,79.99,Churned
S00565,C0516,P018,2023-07-28,2024-05-15,99.99,Churned
S00566,C0749,P014,2025-07-08,,29.99,Active
S00567,C0812,P008,2023-01-02,,79.99,Active
S00568,C0538,P003,2025-10-07,,79.99,Active
S00569,C0977,P012,2025-02-28,,49.99,Active
S00570,C0823,P030,2024-07-13,,19.99,Active
S00571,C0382,P016,2023-01-30,,49.99,Active
S00572,C0511,P030,2024-07-12,,19.99,Active
S00573,C0980,P028,2024-06-14,,29.99,Active
S00574,C0213,P016,2023-10-26,,49.99,Active
S00575,C0600,P020,2024-11-04,2025-12-25,79.99,Churned
S00576,C0001,P019,2023-09-09,,19.99,Active
S00577,C0456,P004,2024-08-07,,79.99,Active
S00578,C0167,P006,2023-04-23,2023-10-15,19.99,Churned
S00579,C0888,P007,2025-10-16,,49.99,Active
S00580,C0020,P006,2024-03-21,,19.99,Active
S00581,C0086,P003,2025-11-24,2026-03-31,79.99,Churned
S00582,C0382,P010,2023-12-25,,149.99,Active
S00583,C0486,P009,2025-12-13,,49.99,Active
S00584,C0980,P016,2024-02-11,,49.99,Active
S00585,C0040,P004,2023-03-24,2023-11-07,79.99,Churned
S00586,C0891,P005,2025-11-05,,79.99,Active
S00587,C0585,P014,2023-07-07,,29.99,Active
S00588,C0070,P009,2023-06-07,,49.99,Active
S00589,C0062,P004,2025-06-10,,79.99,Active
S00590,C0523,P029,2024-01-21,,49.99,Active
S00591,C0428,P003,2025-01-01,,79.99,Active
S00592,C0613,P010,2024-03-14,2025-01-01,149.99,Churned
S00593,C0395,P014,2025-06-15,2025-11-22,29.99,Churned
S00594,C0400,P004,2023-11-09,2025-03-03,79.99,Churned
S00595,C0254,P026,2024-03-08,,49.99,Active
S00596,C0795,P029,2024-11-26,2025-04-09,49.99,Churned
S00597,C0746,P007,2023-10-26,,49.99,Active
S00598,C0979,P010,2024-03-01,,149.99,Active
S00599,C0480,P017,2025-07-09,2026-08-11,149.99,Churned
S00600,C0036,P008,2024-11-10,,79.99,Active
S00601,C0479,P003,2023-09-16,,79.99,Active
S00602,C0837,P011,2025-06-07,,79.99,Active
S00603,C0257,P026,2023-03-10,,49.99,Active
S00604,C0359,P002,2025-11-15,,29.99,Active
S00605,C0642,P005,2024-01-07,,79.99,Active
S00606,C0932,P029,2024-09-11,,49.99,Active
S00607,C0585,P002,2024-08-07,2025-06-25,29.99,Churned
S00608,C0897,P018,2024-02-25,,99.99,Active
S00609,C0887,P007,2023-11-19,,49.99,Active
S00610,C0652,P020,2023-01-08,2023-11-17,79.99,Churned
S00611,C0869,P007,2023-11-16,2025-02-03,49.99,Churned
S00612,C0318,P025,2024-05-19,2025-01-25,19.99,Churned
S00613,C0305,P030,2024-05-10,,19.99,Active
S00614,C0937,P004,2025-12-18,,79.99,Active
S00615,C0423,P014,2025-01-14,,29.99,Active
S00616,C0489,P007,2023-10-24,,49.99,Active
S00617,C0712,P019,2024-04-09,,19.99,Active
S00618,C0249,P023,2024-03-16,2024-06-25,79.99,Churned
S00619,C0564,P022,2023-06-12,2024-01-07,19.99,Churned
S00620,C0353,P022,2023-12-04,,19.99,Active
S00621,C0601,P003,2025-03-19,2026-05-22,79.99,Churned
S00622,C0579,P028,2025-06-08,2026-01-20,29.99,Churned
S00623,C0856,P026,2025-11-15,,49.99,Active
S00624,C0126,P005,2025-12-26,,79.99,Active
S00625,C0587,P006,2024-09-19,2024-11-27,19.99,Churned
S00626,C0932,P002,2024-04-04,,29.99,Active
S00627,C0659,P006,2024-06-23,,19.99,Active
S00628,C0535,P006,2024-07-08,,19.99,Active
S00629,C0164,P023,2023-07-27,,79.99,Active
S00630,C0650,P005,2023-01-07,,79.99,Active
S00631,C0882,P030,2025-12-14,,19.99,Active
S00632,C0923,P014,2023-10-12,,29.99,Active
S00633,C0386,P021,2024-02-16,,49.99,Active
S00634,C0357,P002,2024-03-19,,29.99,Active
S00635,C0642,P010,2023-11-29,,149.99,Active
S00636,C0163,P011,2024-08-02,,79.99,Active
S00637,C0692,P017,2023-03-14,2023-12-15,149.99,Churned
S00638,C0307,P029,2024-11-07,2025-03-04,49.99,Churned
S00639,C0255,P022,2025-05-11,,19.99,Active
S00640,C0693,P011,2024-01-14,,79.99,Active
S00641,C0540,P030,2025-08-21,,19.99,Active
S00642,C0607,P019,2024-08-21,,19.99,Active
S00643,C0897,P006,2024-01-26,,19.99,Active
S00644,C0624,P030,2025-05-15,,19.99,Active
S00645,C0980,P019,2024-08-18,,19.99,Active
S00646,C0816,P028,2025-01-29,,29.99,Active
S00647,C0927,P009,2023-07-26,,49.99,Active
S00648,C0196,P014,2023-08-06,,29.99,Active
S00649,C0794,P005,2024-07-16,,79.99,Active
S00650,C0660,P023,2023-01-30,,79.99,Active
S00651,C0854,P006,2025-05-10,,19.99,Active
S00652,C0989,P003,2023-09-02,,79.99,Active
S00653,C0646,P012,2025-04-23,2026-03-15,49.99,Churned
S00654,C0955,P011,2024-08-04,,79.99,Active
S00655,C0626,P012,2025-07-20,,49.99,Active
S00656,C0104,P009,2024-05-24,2025-05-28,49.99,Churned
S00657,C0030,P014,2025-02-10,2026-06-19,29.99,Churned
S00658,C0008,P006,2025-07-20,,19.99,Active
S00659,C0787,P019,2024-08-11,,19.99,Active
S00660,C0293,P026,2024-01-28,,49.99,Active
S00661,C0611,P019,2023-02-23,,19.99,Active
S00662,C0395,P028,2025-09-13,,29.99,Active
S00663,C0712,P023,2025-08-30,2026-08-15,79.99,Churned
S00664,C0210,P001,2025-04-12,,149.99,Active
S00665,C0563,P030,2023-12-19,,19.99,Active
S00666,C0365,P028,2025-01-19,2025-08-24,29.99,Churned
S00667,C0592,P028,2024-01-15,,29.99,Active
S00668,C0022,P026,2025-02-19,2025-05-25,49.99,Churned
S00669,C0393,P011,2024-12-23,,79.99,Active
S00670,C0477,P023,2023-06-26,,79.99,Active
S00671,C0719,P022,2023-06-24,,19.99,Active
S00672,C0147,P028,2023-07-15,2024-10-18,29.99,Churned
S00673,C0940,P004,2023-12-30,,79.99,Active
S00674,C0575,P006,2024-02-10,,19.99,Active
S00675,C0130,P025,2025-05-26,,19.99,Active
S00676,C0145,P019,2025-12-18,,19.99,Active
S00677,C0033,P003,2024-11-11,,79.99,Active
S00678,C0908,P007,2024-05-16,,49.99,Active
S00679,C0115,P027,2025-10-16,,99.99,Active
S00680,C0478,P025,2024-05-12,,19.99,Active
S00681,C0812,P024,2025-04-29,,79.99,Active
S00682,C0127,P007,2024-03-01,,49.99,Active
S00683,C0124,P013,2025-03-05,,19.99,Active
S00684,C0619,P018,2023-07-09,2023-09-18,99.99,Churned
S00685,C0971,P001,2024-05-19,,149.99,Active
S00686,C0204,P002,2025-03-11,,29.99,Active
S00687,C0037,P030,2025-10-20,2026-08-14,19.99,Churned
S00688,C0350,P005,2025-11-30,,79.99,Active
S00689,C0142,P009,2024-11-29,,49.99,Active
S00690,C0427,P003,2025-09-01,,79.99,Active
S00691,C0287,P020,2024-09-11,2025-04-30,79.99,Churned
S00692,C0199,P020,2025-12-01,,79.99,Active
S00693,C0489,P021,2025-09-19,,49.99,Active
S00694,C0497,P009,2024-11-25,,49.99,Active
S00695,C0878,P011,2023-12-12,,79.99,Active
S00696,C0018,P011,2025-03-19,,79.99,Active
S00697,C0477,P010,2023-05-24,,149.99,Active
S00698,C0625,P005,2024-09-23,,79.99,Active
S00699,C0953,P004,2024-06-21,,79.99,Active
S00700,C0827,P022,2023-10-21,,19.99,Active
S00701,C0142,P010,2024-12-22,,149.99,Active
S00702,C0723,P024,2025-02-23,2026-05-23,79.99,Churned
S00703,C0421,P006,2023-06-10,,19.99,Active
S00704,C0092,P026,2025-05-11,2026-08-13,49.99,Churned
S00705,C0926,P015,2023-11-25,2025-02-11,49.99,Churned
S00706,C0537,P003,2025-06-24,,79.99,Active
S00707,C0660,P005,2023-03-11,2023-06-13,79.99,Churned
S00708,C0427,P013,2024-03-23,,19.99,Active
S00709,C0351,P019,2024-02-21,2024-07-20,19.99,Churned
S00710,C0063,P016,2023-05-11,2024-01-09,49.99,Churned
S00711,C0550,P024,2023-05-22,,79.99,Active
S00712,C0500,P007,2025-09-29,,49.99,Active
S00713,C0261,P004,2023-08-26,2024-11-18,79.99,Churned
S00714,C0856,P029,2025-09-15,,49.99,Active
S00715,C0650,P010,2024-10-26,2026-03-09,149.99,Churned
S00716,C0936,P017,2024-01-27,,149.99,Active
S00717,C0255,P023,2024-07-20,,79.99,Active
S00718,C0810,P001,2023-01-23,,149.99,Active
S00719,C0960,P028,2024-10-10,,29.99,Active
S00720,C0811,P023,2023-11-22,,79.99,Active
S00721,C0738,P005,2024-10-16,,79.99,Active
S00722,C0374,P026,2024-05-05,2024-10-02,49.99,Churned
S00723,C0708,P014,2023-08-19,,29.99,Active
S00724,C0097,P016,2023-08-06,,49.99,Active
S00725,C0700,P015,2023-06-19,,49.99,Active
S00726,C0749,P021,2025-12-27,,49.99,Active
S00727,C0310,P018,2026-01-04,2026-08-14,99.99,Churned
S00728,C0648,P023,2025-02-26,,79.99,Active
S00729,C0880,P001,2024-04-13,,149.99,Active
S00730,C0435,P015,2024-01-29,,49.99,Active
S00731,C0423,P028,2024-03-03,2025-05-24,29.99,Churned
S00732,C0854,P022,2025-03-17,,19.99,Active
S00733,C0155,P023,2024-12-20,,79.99,Active
S00734,C0369,P012,2024-10-17,,49.99,Active
S00735,C0473,P017,2023-09-21,,149.99,Active
S00736,C0268,P013,2023-04-24,2024-03-14,19.99,Churned
S00737,C0284,P017,2024-07-07,2025-07-23,149.99,Churned
S00738,C0851,P004,2024-01-26,,79.99,Active
S00739,C0654,P006,2024-09-21,,19.99,Active
S00740,C0592,P028,2024-09-23,,29.99,Active
S00741,C0953,P021,2023-08-23,,49.99,Active
S00742,C0935,P024,2023-10-30,,79.99,Active
S00743,C0599,P030,2025-06-14,,19.99,Active
S00744,C0816,P014,2024-02-19,,29.99,Active
S00745,C0388,P002,2024-06-12,,29.99,Active
S00746,C0356,P013,2024-02-07,,19.99,Active
S00747,C0909,P008,2025-10-05,,79.99,Active
S00748,C0169,P024,2024-02-21,2024-08-28,79.99,Churned
S00749,C0397,P008,2025-07-17,,79.99,Active
S00750,C0020,P004,2023-01-24,2023-10-07,79.99,Churned
S00751,C1000,P009,2025-04-18,,49.99,Active
S00752,C0017,P027,2025-01-08,,99.99,Active
S00753,C0744,P022,2024-07-06,,19.99,Active
S00754,C0470,P001,2023-03-24,2023-12-29,149.99,Churned
S00755,C0573,P006,2024-02-08,,19.99,Active
S00756,C0444,P020,2025-03-20,2026-03-11,79.99,Churned
S00757,C0849,P023,2024-11-14,,79.99,Active
S00758,C0130,P019,2025-02-10,,19.99,Active
S00759,C0546,P021,2025-02-07,,49.99,Active
S00760,C0780,P016,2023-02-22,,49.99,Active
S00761,C0871,P028,2024-02-03,,29.99,Active
S00762,C0886,P002,2024-08-18,,29.99,Active
S00763,C0352,P029,2023-07-03,,49.99,Active
S00764,C0125,P007,2024-09-21,2025-10-29,49.99,Churned
S00765,C0716,P012,2025-09-17,,49.99,Active
S00766,C0173,P023,2023-04-06,,79.99,Active
S00767,C0695,P002,2023-10-11,2024-05-04,29.99,Churned
S00768,C0615,P016,2024-01-05,,49.99,Active
S00769,C0823,P007,2023-10-22,2024-10-02,49.99,Churned
S00770,C0384,P007,2024-12-14,2025-09-10,49.99,Churned
S00771,C0551,P028,2023-12-02,,29.99,Active
S00772,C0272,P002,2023-11-09,,29.99,Active
S00773,C0113,P010,2025-08-30,,149.99,Active
S00774,C0669,P009,2024-11-26,,49.99,Active
S00775,C0222,P027,2025-10-08,,99.99,Active
S00776,C0548,P010,2024-11-11,2026-01-20,149.99,Churned
S00777,C0883,P028,2023-03-22,,29.99,Active
S00778,C0294,P002,2024-04-28,,29.99,Active
S00779,C0982,P027,2025-10-27,,99.99,Active
S00780,C0037,P004,2025-09-23,2026-01-11,79.99,Churned
S00781,C0651,P004,2025-11-10,,79.99,Active
S00782,C0215,P011,2023-01-15,2023-03-19,79.99,Churned
S00783,C0537,P028,2024-12-21,,29.99,Active
S00784,C0029,P025,2024-02-08,,19.99,Active
S00785,C0684,P026,2024-09-19,2025-01-27,49.99,Churned
S00786,C0410,P017,2025-11-26,,149.99,Active
S00787,C0378,P019,2026-01-02,,19.99,Active
S00788,C0324,P014,2023-02-12,2023-09-23,29.99,Churned
S00789,C0923,P025,2023-01-24,,19.99,Active
S00790,C0812,P029,2025-09-03,,49.99,Active
S00791,C0521,P022,2024-07-19,,19.99,Active
S00792,C0405,P002,2026-01-02,2026-03-18,29.99,Churned
S00793,C0513,P013,2024-09-23,2024-11-29,19.99,Churned
S00794,C0986,P021,2025-05-06,,49.99,Active
S00795,C0398,P010,2025-05-11,2026-08-08,149.99,Churned
S00796,C0060,P023,2023-04-20,,79.99,Active
S00797,C0668,P009,2024-03-19,2024-10-14,49.99,Churned
S00798,C0294,P016,2025-01-23,2026-05-15,49.99,Churned
S00799,C0845,P017,2023-12-18,2024-09-03,149.99,Churned
S00800,C0107,P021,2023-06-01,,49.99,Active
S00801,C0342,P002,2023-07-04,2024-10-22,29.99,Churned
S00802,C0956,P002,2024-02-23,,29.99,Active
S00803,C0839,P018,2025-02-11,2026-01-12,99.99,Churned
S00804,C0577,P011,2023-05-08,,79.99,Active
S00805,C0699,P015,2025-05-15,,49.99,Active
S00806,C0950,P015,2024-02-15,,49.99,Active
S00807,C0724,P028,2023-03-01,,29.99,Active
S00808,C0328,P023,2025-02-02,,79.99,Active
S00809,C0470,P002,2024-01-13,,29.99,Active
S00810,C0386,P030,2025-02-09,2026-04-15,19.99,Churned
S00811,C0223,P013,2024-08-04,,19.99,Active
S00812,C0477,P007,2023-08-16,2024-09-14,49.99,Churned
S00813,C0994,P024,2023-07-06,,79.99,Active
S00814,C0143,P024,2024-04-09,2025-07-11,79.99,Churned
S00815,C0655,P021,2025-10-25,,49.99,Active
S00816,C0606,P014,2025-05-29,,29.99,Active
S00817,C0772,P013,2024-11-26,,19.99,Active
S00818,C0532,P030,2023-10-07,2024-02-20,19.99,Churned
S00819,C0609,P013,2024-01-19,,19.99,Active
S00820,C0468,P009,2023-10-19,2024-03-17,49.99,Churned
S00821,C0912,P016,2025-12-06,2026-08-11,49.99,Churned
S00822,C0564,P014,2024-07-31,,29.99,Active
S00823,C0851,P021,2025-07-06,,49.99,Active
S00824,C0336,P021,2024-12-31,,49.99,Active
S00825,C0375,P002,2023-02-04,,29.99,Active
S00826,C0511,P013,2025-11-16,,19.99,Active
S00827,C0225,P009,2024-10-04,,49.99,Active
S00828,C0671,P025,2023-08-22,,19.99,Active
S00829,C0112,P029,2023-06-26,,49.99,Active
S00830,C0991,P017,2025-10-13,,149.99,Active
S00831,C0643,P024,2024-07-14,,79.99,Active
S00832,C0664,P014,2024-09-23,,29.99,Active
S00833,C0374,P001,2024-04-23,2025-05-08,149.99,Churned
S00834,C0426,P008,2023-09-17,,79.99,Active
S00835,C0761,P002,2023-01-29,2023-11-22,29.99,Churned
S00836,C0753,P024,2024-05-17,,79.99,Active
S00837,C0438,P018,2025-08-07,,99.99,Active
S00838,C0565,P012,2025-05-27,,49.99,Active
S00839,C0857,P028,2023-05-10,,29.99,Active
S00840,C0924,P019,2024-02-07,,19.99,Active
S00841,C0153,P026,2024-04-26,,49.99,Active
S00842,C0621,P008,2023-03-19,,79.99,Active
S00843,C0824,P017,2025-03-23,,149.99,Active
S00844,C0255,P003,2023-02-09,,79.99,Active
S00845,C0441,P024,2024-05-18,2025-05-02,79.99,Churned
S00846,C0911,P007,2025-05-15,,49.99,Active
S00847,C0004,P017,2025-08-02,,149.99,Active
S00848,C0645,P018,2025-06-12,2026-07-27,99.99,Churned
S00849,C0268,P006,2025-09-20,2026-08-19,19.99,Churned
S00850,C0046,P028,2024-10-03,,29.99,Active
S00851,C0121,P009,2024-01-18,,49.99,Active
S00852,C0840,P011,2025-03-19,,79.99,Active
S00853,C0943,P021,2023-11-06,,49.99,Active
S00854,C0294,P001,2025-07-09,,149.99,Active
S00855,C0728,P008,2025-12-11,,79.99,Active
S00856,C0441,P002,2023-09-29,,29.99,Active
S00857,C0093,P021,2025-11-13,,49.99,Active
S00858,C0880,P013,2024-05-08,2024-10-03,19.99,Churned
S00859,C0664,P007,2024-08-02,2025-08-07,49.99,Churned
S00860,C0202,P009,2024-04-02,,49.99,Active
S00861,C0505,P008,2024-02-21,2024-11-06,79.99,Churned
S00862,C0694,P028,2025-07-20,,29.99,Active
S00863,C0985,P008,2024-02-04,,79.99,Active
S00864,C0713,P026,2023-07-14,,49.99,Active
S00865,C0861,P020,2023-06-22,,79.99,Active
S00866,C0736,P027,2025-08-21,,99.99,Active
S00867,C0095,P009,2025-11-30,2026-04-24,49.99,Churned
S00868,C0881,P011,2025-02-05,,79.99,Active
S00869,C0484,P023,2025-01-24,2026-01-23,79.99,Churned
S00870,C0340,P009,2025-11-05,,49.99,Active
S00871,C0791,P004,2025-08-05,,79.99,Active
S00872,C0589,P019,2023-10-03,,19.99,Active
S00873,C0546,P010,2023-01-12,,149.99,Active
S00874,C0555,P011,2025-12-06,,79.99,Active
S00875,C0709,P020,2024-11-13,,79.99,Active
S00876,C0579,P013,2023-10-06,2024-08-28,19.99,Churned
S00877,C0207,P028,2025-05-19,,29.99,Active
S00878,C0403,P025,2024-09-26,2025-02-14,19.99,Churned
S00879,C0448,P021,2024-02-01,,49.99,Active
S00880,C0091,P011,2024-10-25,,79.99,Active
S00881,C0256,P008,2023-10-09,2024-10-19,79.99,Churned
S00882,C0312,P010,2025-10-13,,149.99,Active
S00883,C0877,P022,2023-03-18,,19.99,Active
S00884,C0676,P004,2023-01-04,,79.99,Active
S00885,C0277,P028,2023-11-11,,29.99,Active
S00886,C0044,P022,2023-10-10,2024-08-05,19.99,Churned
S00887,C0186,P018,2025-09-28,,99.99,Active
S00888,C0484,P024,2025-05-21,,79.99,Active
S00889,C0292,P008,2025-03-26,2026-05-30,79.99,Churned
S00890,C0753,P019,2025-08-16,,19.99,Active
S00891,C0039,P027,2024-07-03,2025-07-27,99.99,Churned
S00892,C0465,P010,2023-01-20,,149.99,Active
S00893,C0843,P018,2025-01-23,,99.99,Active
S00894,C0695,P030,2023-02-17,,19.99,Active
S00895,C0846,P003,2024-05-22,,79.99,Active
S00896,C0542,P002,2024-12-14,2025-02-28,29.99,Churned
S00897,C0971,P016,2025-11-09,,49.99,Active
S00898,C0455,P001,2023-04-24,,149.99,Active
S00899,C0330,P003,2023-03-07,,79.99,Active
S00900,C0793,P009,2024-02-04,,49.99,Active
S00901,C0220,P015,2024-12-26,,49.99,Active
S00902,C0459,P028,2024-04-10,,29.99,Active
S00903,C0104,P028,2024-02-26,,29.99,Active
S00904,C0465,P018,2023-07-20,2023-10-20,99.99,Churned
S00905,C0862,P010,2024-01-29,,149.99,Active
S00906,C0359,P024,2025-11-05,,79.99,Active
S00907,C0501,P029,2024-01-25,,49.99,Active
S00908,C0188,P029,2025-06-30,,49.99,Active
S00909,C0160,P011,2025-11-04,,79.99,Active
S00910,C0985,P021,2024-03-28,2025-07-06,49.99,Churned
S00911,C0901,P024,2025-12-14,2026-08-30,79.99,Churned
S00912,C0817,P028,2023-12-10,,29.99,Active
S00913,C0429,P021,2024-03-09,2025-06-26,49.99,Churned
S00914,C0576,P003,2025-07-19,,79.99,Active
S00915,C0286,P006,2025-03-07,,19.99,Active
S00916,C0441,P007,2025-02-01,,49.99,Active
S00917,C0074,P017,2025-05-11,,149.99,Active
S00918,C0071,P008,2024-11-16,,79.99,Active
S00919,C0139,P007,2025-04-30,,49.99,Active
S00920,C0229,P003,2024-11-16,,79.99,Active
S00921,C0729,P011,2023-03-21,,79.99,Active
S00922,C0688,P016,2024-10-19,,49.99,Active
S00923,C0738,P028,2023-01-13,,29.99,Active
S00924,C0414,P014,2025-09-21,,29.99,Active
S00925,C0695,P019,2023-11-08,,19.99,Active
S00926,C0887,P019,2025-07-10,,19.99,Active
S00927,C0377,P011,2024-04-13,,79.99,Active
S00928,C0257,P010,2025-11-01,,149.99,Active
S00929,C0287,P008,2023-11-06,,79.99,Active
S00930,C0692,P015,2023-06-26,2024-06-18,49.99,Churned
S00931,C0511,P018,2025-07-22,,99.99,Active
S00932,C0396,P002,2024-02-28,,29.99,Active
S00933,C0637,P015,2024-07-31,,49.99,Active
S00934,C0248,P024,2025-01-20,2026-04-20,79.99,Churned
S00935,C0511,P029,2024-04-02,,49.99,Active
S00936,C0904,P021,2024-03-14,2024-11-28,49.99,Churned
S00937,C0927,P012,2025-12-06,2026-08-25,49.99,Churned
S00938,C0816,P029,2024-12-28,,49.99,Active
S00939,C0948,P015,2025-08-01,,49.99,Active
S00940,C0816,P029,2023-10-21,2024-01-30,49.99,Churned
S00941,C0524,P002,2023-05-12,,29.99,Active
S00942,C0340,P015,2024-06-11,,49.99,Active
S00943,C0665,P029,2026-01-01,2026-08-03,49.99,Churned
S00944,C0279,P013,2023-01-29,2023-04-08,19.99,Churned
S00945,C0703,P013,2024-08-23,2025-04-17,19.99,Churned
S00946,C0841,P005,2024-10-08,2025-08-09,79.99,Churned
S00947,C0720,P003,2025-01-14,,79.99,Active
S00948,C0223,P001,2024-10-06,2025-03-21,149.99,Churned
S00949,C0179,P022,2023-11-23,,19.99,Active
S00950,C0332,P020,2023-08-03,,79.99,Active
S00951,C0277,P029,2023-04-22,,49.99,Active
S00952,C0414,P024,2024-06-19,,79.99,Active
S00953,C0897,P022,2024-01-02,,19.99,Active
S00954,C0963,P001,2024-10-12,,149.99,Active
S00955,C0144,P017,2025-05-31,,149.99,Active
S00956,C0320,P022,2025-08-10,,19.99,Active
S00957,C0046,P015,2025-10-31,2026-02-04,49.99,Churned
S00958,C0569,P006,2023-01-27,2023-09-24,19.99,Churned
S00959,C0884,P014,2024-04-09,,29.99,Active
S00960,C0932,P021,2025-02-25,2025-09-03,49.99,Churned
S00961,C0550,P015,2025-01-31,,49.99,Active
S00962,C0385,P023,2025-11-13,,79.99,Active
S00963,C0909,P024,2025-10-26,,79.99,Active
S00964,C0035,P018,2024-03-10,,99.99,Active
S00965,C0305,P018,2025-08-28,,99.99,Active
S00966,C0157,P007,2023-07-23,2024-05-17,49.99,Churned
S00967,C0441,P029,2024-02-15,,49.99,Active
S00968,C0157,P014,2024-03-30,,29.99,Active
S00969,C0263,P030,2023-02-01,,19.99,Active
S00970,C0425,P030,2023-09-07,,19.99,Active
S00971,C0799,P030,2023-04-17,,19.99,Active
S00972,C0489,P025,2023-09-24,2024-08-28,19.99,Churned
S00973,C0990,P019,2023-08-20,,19.99,Active
S00974,C0311,P003,2024-12-14,,79.99,Active
S00975,C0578,P017,2025-06-19,2025-11-19,149.99,Churned
S00976,C0173,P018,2024-05-23,,99.99,Active
S00977,C0144,P011,2025-03-24,,79.99,Active
S00978,C0066,P027,2025-12-25,,99.99,Active
S00979,C0012,P026,2024-05-04,,49.99,Active
S00980,C0078,P011,2024-05-12,2025-06-22,79.99,Churned
S00981,C0200,P023,2023-07-17,2023-10-01,79.99,Churned
S00982,C0726,P007,2025-02-08,,49.99,Active
S00983,C0762,P008,2025-11-13,,79.99,Active
S00984,C0840,P011,2024-10-24,,79.99,Active
S00985,C0652,P008,2025-09-25,2026-08-04,79.99,Churned
S00986,C0127,P023,2025-10-28,,79.99,Active
S00987,C0798,P011,2023-09-19,2024-05-10,79.99,Churned
S00988,C0371,P012,2025-11-04,,49.99,Active
S00989,C0579,P027,2023-08-03,2023-10-19,99.99,Churned
S00990,C0357,P013,2024-04-06,,19.99,Active
S00991,C0213,P019,2025-12-08,,19.99,Active
S00992,C0441,P028,2025-09-20,2026-02-10,29.99,Churned
S00993,C0825,P025,2023-10-12,,19.99,Active
S00994,C0303,P017,2023-04-01,2023-06-19,149.99,Churned
S00995,C0315,P010,2023-06-30,,149.99,Active
S00996,C0283,P011,2023-11-08,,79.99,Active
S00997,C0755,P019,2024-12-05,,19.99,Active
S00998,C0584,P030,2023-08-16,2024-11-12,19.99,Churned
S00999,C0093,P018,2024-07-18,,99.99,Active
S01000,C0686,P018,2024-07-25,,99.99,Active
S01001,C0886,P010,2025-12-06,2026-08-25,149.99,Churned
